#料栈,料栈ID,类型,吸嘴,x,y,angle,封装,规格,取高,取延,贴高,贴延,气压监测,气压值,图像矫正,速度,跳过贴装,尺寸识别,光圈类型,照明亮度,进给力度,拉针速度拉针位置X,拉针位置Y,
stack,1,3,12,22.11,36.87,90.00,,0402-A/Coent,0.50,0,0.00,0,否,-1,0,100,否,否,2,100,2,50,40.53,39.96,
stack,7,3,12,22.40,114.81,0.00,,1608[0603]/Coent,0.50,0,0.00,0,否,-1,1,100,是,否,2,100,4,60,36.50,118.26,
stack,10,3,1,26.37,157.97,0.00,,SOT89/Coent,0.50,0,0.00,0,否,-1,1,100,是,否,2,100,4,60,36.50,165.50,
stack,11,3,1,22.47,177.26,0.00,,SOT223/Coent,0.50,0,0.00,0,否,-1,1,50,是,否,2,100,4,60,36.50,182.66,
stack,12,3,1,22.45,194.31,0.00,,TO-252AA/Coent,0.50,0,0.00,0,否,-1,1,50,是,否,2,100,4,60,36.50,199.77,

#PCB,编程方式,进板方式,进板探测点X,进板探测点Y,退板方式,废板探测点X,废板探测点Y,废板探测曝光值,
pcb,Manual,Lock,100,100,Back,150,0,10,

#Mark识别,识别方式,人工识别,贴装头识别范围,
markconfirm,Whole,Auto,0,

#Mark点,Mark点X,Mark点Y,最小直径,最大直径,光圈类型,照明亮度,
mark,99.4966,245.25,0.8,3,1,200,
mark,192.182,320.308,0.8,3,1,200,
#Text,是否启用,
test,No,

#Mirror,拼板类型,拼板列数,拼板行数,左下角X,左下角Y,左上角X,左上角Y,右上角X,右上角Y,Pcb角度,阴阳板X,阴阳板Y,
mirror_create,0,1,1,107.22,287.62,0,0,0,0,0,0,0,
#Mirror,首器件X,首器件Y,角度,是否跳过,
mirror,107.22,287.62,0,No,

#元器件,料栈ID,吸嘴,名称,规格,封装,X,Y,角度,跳过
comp,6,1,0805,Coent,6-0805,17.78,45.72,90.00,是,
comp,2,2,QFN32,Coent,QFN32,12.06,64.77,0.00,是,
comp,3,1,TQFP32,Coent,QFP32,83.82,44.45,90.00,是,
comp,4,1,SOP8,Coent,SO8,33.78,64.77,-90.00,是,
comp,5,1,1206,Coent,C1206,17.78,49.53,0.00,是,
comp,1,1,0402,Coent,0402-A,31.75,30.48,0.00,否,
comp,7,1,0603,Coent,1608[0603],35.56,30.48,0.00,否,
comp,1,1,0403,Coent,0402-A,31.46,31.94,22.50,否,
comp,1,1,0404,Coent,0402-A,30.63,33.17,38.00,否,
comp,1,1,0405,Coent,0402-A,29.40,34.00,67.50,否,
comp,1,1,0405_1,Coent,0402-A,24.42,31.94,157.50,否,
comp,1,1,0404_1,Coent,0402-A,25.25,33.17,135.00,否,
comp,1,1,0403_1,Coent,0402-A,26.48,34.00,112.50,否,
comp,1,1,0402_1,Coent,0402-A,27.94,34.29,90.00,否,
comp,1,1,0402_1_1,Coent,0402-A,27.94,26.67,-90.00,否,
comp,1,1,0403_1_1,Coent,0402-A,29.40,26.96,-67.50,否,
comp,1,1,0404_1_1,Coent,0402-A,30.63,27.79,-45.00,否,
comp,1,1,0405_1_1,Coent,0402-A,31.46,29.02,-22.50,否,
comp,1,1,0405_2,Coent,0402-A,26.48,26.96,-112.50,否,
comp,1,1,0404_2,Coent,0402-A,25.25,27.79,-135.00,否,
comp,1,1,0403_2,Coent,0402-A,24.42,29.02,-157.50,否,
comp,1,1,0402_2,Coent,0402-A,24.13,30.48,180.00,否,
comp,1,1,0406,Coent,0402-A,26.80,31.11,0.00,否,
comp,1,1,0407,Coent,0402-A,29.08,31.11,0.00,否,
comp,1,1,0408,Coent,0402-A,26.80,29.84,0.00,否,
comp,1,1,0409,Coent,0402-A,29.08,29.84,0.00,否,
comp,1,1,0410,Coent,0402-A,27.94,32.26,0.00,否,
comp,1,1,0411,Coent,0402-A,27.94,28.70,0.00,否,
comp,7,1,0604,Coent,1608[0603],35.30,32.45,15.00,否,
comp,7,1,0605,Coent,1608[0603],34.54,34.29,30.00,否,
comp,7,1,0606,Coent,1608[0603],33.33,35.87,45.00,否,
comp,7,1,0607,Coent,1608[0603],31.75,37.08,60.00,否,
comp,7,1,0608,Coent,1608[0603],29.91,37.84,75.00,否,
comp,7,1,0608_1,Coent,1608[0603],20.58,32.45,165.00,否,
comp,7,1,0607_1,Coent,1608[0603],21.34,34.29,150.00,否,
comp,7,1,0606_1,Coent,1608[0603],22.55,35.87,135.00,否,
comp,7,1,0605_1,Coent,1608[0603],24.13,37.08,120.00,否,
comp,7,1,0604_1,Coent,1608[0603],25.97,37.84,105.00,否,
comp,7,1,0603_1,Coent,1608[0603],27.94,38.10,90.00,否,
comp,7,1,0603_1_1,Coent,1608[0603],27.94,22.86,-90.00,否,
comp,7,1,0604_1_1,Coent,1608[0603],29.91,23.12,-75.00,否,
comp,7,1,0605_1_1,Coent,1608[0603],31.75,23.88,-60.00,否,
comp,7,1,0606_1_1,Coent,1608[0603],33.33,25.09,-45.00,否,
comp,7,1,0607_1_1,Coent,1608[0603],34.54,26.67,-30.00,否,
comp,7,1,0608_1_1,Coent,1608[0603],35.30,28.51,-15.00,否,
comp,7,1,0608_2,Coent,1608[0603],25.97,23.12,-105.00,否,
comp,7,1,0607_2,Coent,1608[0603],24.13,23.88,-120.00,否,
comp,7,1,0606_2,Coent,1608[0603],22.55,25.09,-135.00,否,
comp,7,1,0605_2,Coent,1608[0603],21.34,26.67,-150.00,否,
comp,7,1,0604_2,Coent,1608[0603],20.58,28.51,-165.00,否,
comp,7,1,0603_2,Coent,1608[0603],20.32,30.48,180.00,否,
comp,1,1,0402_1_2,Coent,0402-A,16.51,30.48,0.00,否,
comp,1,1,0402_1_3,Coent,0402-A,16.51,31.75,0.00,否,
comp,1,1,0402_1_4,Coent,0402-A,16.51,33.02,0.00,否,
comp,1,1,0402_1_4_1,Coent,0402-A,16.51,36.83,0.00,否,
comp,1,1,0402_1_3_1,Coent,0402-A,16.51,35.56,0.00,否,
comp,1,1,0402_1_2_1,Coent,0402-A,16.51,34.29,0.00,否,
comp,1,1,0402_1_4_2,Coent,0402-A,16.51,40.64,0.00,否,
comp,1,1,0402_1_3_2,Coent,0402-A,16.51,39.37,0.00,否,
comp,1,1,0402_1_2_2,Coent,0402-A,16.51,38.10,0.00,否,
comp,1,1,0402_1_2_2_1,Coent,0402-A,16.51,22.86,180.00,否,
comp,1,1,0402_1_3_2_1,Coent,0402-A,16.51,21.59,180.00,否,
comp,1,1,0402_1_4_2_1,Coent,0402-A,16.51,20.32,180.00,否,
comp,1,1,0402_1_2_1_1,Coent,0402-A,16.51,26.67,180.00,否,
comp,1,1,0402_1_3_1_1,Coent,0402-A,16.51,25.40,180.00,否,
comp,1,1,0402_1_4_1_1,Coent,0402-A,16.51,24.13,180.00,否,
comp,1,1,0402_1_4_3,Coent,0402-A,16.51,27.94,180.00,否,
comp,1,1,0402_1_3_3,Coent,0402-A,16.51,29.21,180.00,否,
comp,1,1,0402_1_3_3_1,Coent,0402-A,29.21,41.91,-90.00,否,
comp,1,1,0402_1_4_3_1,Coent,0402-A,30.48,41.91,-90.00,否,
comp,1,1,0402_1_4_1_1_1,Coent,0402-A,34.29,41.91,-90.00,否,
comp,1,1,0402_1_3_1_1_1,Coent,0402-A,33.02,41.91,-90.00,否,
comp,1,1,0402_1_2_1_1_1,Coent,0402-A,31.75,41.91,-90.00,否,
comp,1,1,0402_1_4_2_1_1,Coent,0402-A,38.10,41.91,-90.00,否,
comp,1,1,0402_1_3_2_1_1,Coent,0402-A,36.83,41.91,-90.00,否,
comp,1,1,0402_1_2_2_1_1,Coent,0402-A,35.56,41.91,-90.00,否,
comp,1,1,0402_1_2_2_2,Coent,0402-A,20.32,41.91,90.00,否,
comp,1,1,0402_1_3_2_2,Coent,0402-A,19.05,41.91,90.00,否,
comp,1,1,0402_1_4_2_2,Coent,0402-A,17.78,41.91,90.00,否,
comp,1,1,0402_1_2_1_2,Coent,0402-A,24.13,41.91,90.00,否,
comp,1,1,0402_1_3_1_2,Coent,0402-A,22.86,41.91,90.00,否,
comp,1,1,0402_1_4_1_2,Coent,0402-A,21.59,41.91,90.00,否,
comp,1,1,0402_1_4_4,Coent,0402-A,25.40,41.91,90.00,否,
comp,1,1,0402_1_3_4,Coent,0402-A,26.67,41.91,90.00,否,
comp,1,1,0402_1_2_3,Coent,0402-A,27.94,41.91,90.00,否,
comp,1,1,0402_1_3_3_2,Coent,0402-A,39.37,31.75,0.00,否,
comp,1,1,0402_1_4_3_2,Coent,0402-A,39.37,33.02,0.00,否,
comp,1,1,0402_1_4_1_1_2,Coent,0402-A,39.37,36.83,0.00,否,
comp,1,1,0402_1_3_1_1_2,Coent,0402-A,39.37,35.56,0.00,否,
comp,1,1,0402_1_2_1_1_2,Coent,0402-A,39.37,34.29,0.00,否,
comp,1,1,0402_1_4_2_1_2,Coent,0402-A,39.37,40.64,0.00,否,
comp,1,1,0402_1_3_2_1_2,Coent,0402-A,39.37,39.37,0.00,否,
comp,1,1,0402_1_2_2_1_2,Coent,0402-A,39.37,38.10,0.00,否,
comp,1,1,0402_1_2_2_3,Coent,0402-A,39.37,22.86,180.00,否,
comp,1,1,0402_1_3_2_3,Coent,0402-A,39.37,21.59,180.00,否,
comp,1,1,0402_1_4_2_3,Coent,0402-A,39.37,20.32,180.00,否,
comp,1,1,0402_1_2_1_3,Coent,0402-A,39.37,26.67,180.00,否,
comp,1,1,0402_1_3_1_3,Coent,0402-A,39.37,25.40,180.00,否,
comp,1,1,0402_1_4_1_3,Coent,0402-A,39.37,24.13,180.00,否,
comp,1,1,0402_1_4_5,Coent,0402-A,39.37,27.94,180.00,否,
comp,1,1,0402_1_3_5,Coent,0402-A,39.37,29.21,180.00,否,
comp,1,1,0402_1_2_4,Coent,0402-A,39.37,30.48,180.00,否,
comp,1,1,0402_1_3_3_3,Coent,0402-A,26.67,19.05,90.00,否,
comp,1,1,0402_1_4_3_3,Coent,0402-A,25.40,19.05,90.00,否,
comp,1,1,0402_1_4_1_1_3,Coent,0402-A,21.59,19.05,90.00,否,
comp,1,1,0402_1_3_1_1_3,Coent,0402-A,22.86,19.05,90.00,否,
comp,1,1,0402_1_2_1_1_3,Coent,0402-A,24.13,19.05,90.00,否,
comp,1,1,0402_1_4_2_1_3,Coent,0402-A,17.78,19.05,90.00,否,
comp,1,1,0402_1_3_2_1_3,Coent,0402-A,19.05,19.05,90.00,否,
comp,1,1,0402_1_2_2_1_3,Coent,0402-A,20.32,19.05,90.00,否,
comp,1,1,0402_1_2_2_4,Coent,0402-A,35.56,19.05,-90.00,否,
comp,1,1,0402_1_3_2_4,Coent,0402-A,36.83,19.05,-90.00,否,
comp,1,1,0402_1_4_2_4,Coent,0402-A,38.10,19.05,-90.00,否,
comp,1,1,0402_1_2_1_4,Coent,0402-A,31.75,19.05,-90.00,否,
comp,1,1,0402_1_3_1_4,Coent,0402-A,33.02,19.05,-90.00,否,
comp,1,1,0402_1_4_1_4,Coent,0402-A,34.29,19.05,-90.00,否,
comp,1,1,0402_1_4_6,Coent,0402-A,30.48,19.05,-90.00,否,
comp,1,1,0402_1_3_6,Coent,0402-A,29.21,19.05,-90.00,否,
comp,1,1,0402_1_2_5,Coent,0402-A,27.94,19.05,-90.00,否,
comp,6,2,0806,Coent,6-0805,20.32,45.72,90.00,是,
comp,6,1,0807,Coent,6-0805,22.86,45.72,90.00,是,
comp,6,2,0807_1,Coent,6-0805,30.48,45.72,90.00,是,
comp,6,1,0806_1,Coent,6-0805,27.94,45.72,90.00,是,
comp,6,2,0805_1,Coent,6-0805,25.40,45.72,90.00,是,
comp,6,1,0807_2,Coent,6-0805,38.10,45.72,90.00,是,
comp,6,2,0806_2,Coent,6-0805,35.56,45.72,90.00,是,
comp,6,1,0805_2,Coent,6-0805,33.02,45.72,90.00,是,
comp,6,2,0805_2_1,Coent,6-0805,12.70,35.56,180.00,是,
comp,6,1,0806_2_1,Coent,6-0805,12.70,38.10,180.00,是,
comp,6,2,0807_2_1,Coent,6-0805,12.70,40.64,180.00,是,
comp,6,1,0805_1_1,Coent,6-0805,12.70,27.94,180.00,是,
comp,6,2,0806_1_1,Coent,6-0805,12.70,30.48,180.00,是,
comp,6,1,0807_1_1,Coent,6-0805,12.70,33.02,180.00,是,
comp,6,2,0807_3,Coent,6-0805,12.70,25.40,180.00,是,
comp,6,1,0806_3,Coent,6-0805,12.70,22.86,180.00,是,
comp,6,2,0805_3,Coent,6-0805,12.70,20.32,180.00,是,
comp,6,1,0805_2_2,Coent,6-0805,22.86,15.24,-90.00,是,
comp,6,2,0806_2_2,Coent,6-0805,20.32,15.24,-90.00,是,
comp,6,1,0807_2_2,Coent,6-0805,17.78,15.24,-90.00,是,
comp,6,2,0805_1_2,Coent,6-0805,30.48,15.24,-90.00,是,
comp,6,1,0806_1_2,Coent,6-0805,27.94,15.24,-90.00,是,
comp,6,2,0807_1_2,Coent,6-0805,25.40,15.24,-90.00,是,
comp,6,1,0807_4,Coent,6-0805,33.02,15.24,-90.00,是,
comp,6,2,0806_4,Coent,6-0805,35.56,15.24,-90.00,是,
comp,6,1,0805_4,Coent,6-0805,38.10,15.24,-90.00,是,
comp,6,2,0805_2_3,Coent,6-0805,43.18,25.40,0.00,是,
comp,6,1,0806_2_3,Coent,6-0805,43.18,22.86,0.00,是,
comp,6,2,0807_2_3,Coent,6-0805,43.18,20.32,0.00,是,
comp,6,1,0805_1_3,Coent,6-0805,43.18,33.02,0.00,是,
comp,6,2,0806_1_3,Coent,6-0805,43.18,30.48,0.00,是,
comp,6,1,0807_1_3,Coent,6-0805,43.18,27.94,0.00,是,
comp,6,2,0807_5,Coent,6-0805,43.18,35.56,0.00,是,
comp,6,1,0806_5,Coent,6-0805,43.18,38.10,0.00,是,
comp,6,2,0805_5,Coent,6-0805,43.18,40.64,0.00,是,
comp,5,1,1207,Coent,C1206,22.86,49.53,0.00,是,
comp,5,1,1208,Coent,C1206,27.94,49.53,0.00,是,
comp,5,1,1209,Coent,C1206,33.02,49.53,0.00,是,
comp,5,1,1210,Coent,C1206,38.10,49.53,0.00,是,
comp,5,1,1211,Coent,C1206,12.70,49.53,0.00,是,
comp,5,1,1213,Coent,C1206,43.18,49.53,0.00,是,
comp,5,1,1213_1,Coent,C1206,46.99,45.72,90.00,是,
comp,5,1,1211_1,Coent,C1206,46.99,15.24,90.00,是,
comp,5,1,1210_2,Coent,C1206,46.99,40.64,90.00,是,
comp,5,1,1209_2,Coent,C1206,46.99,35.56,90.00,是,
comp,5,1,1208_2,Coent,C1206,46.99,30.48,90.00,是,
comp,5,1,1207_2,Coent,C1206,46.99,25.40,90.00,是,
comp,5,1,1206_2,Coent,C1206,46.99,20.32,90.00,是,
comp,5,1,1213_2,Coent,C1206,12.70,11.43,180.00,是,
comp,5,1,1211_2,Coent,C1206,43.18,11.43,180.00,是,
comp,5,1,1210_3,Coent,C1206,17.78,11.43,180.00,是,
comp,5,1,1209_3,Coent,C1206,22.86,11.43,180.00,是,
comp,5,1,1208_3,Coent,C1206,27.94,11.43,180.00,是,
comp,5,1,1207_3,Coent,C1206,33.02,11.43,180.00,是,
comp,5,1,1206_3,Coent,C1206,38.10,11.43,180.00,是,
comp,5,1,1213_3,Coent,C1206,8.89,15.24,-90.00,是,
comp,5,1,1211_3,Coent,C1206,8.89,45.72,-90.00,是,
comp,5,1,1210_1,Coent,C1206,8.89,20.32,-90.00,是,
comp,5,1,1209_1,Coent,C1206,8.89,25.40,-90.00,是,
comp,5,1,1208_1,Coent,C1206,8.89,30.48,-90.00,是,
comp,5,1,1207_1,Coent,C1206,8.89,35.56,-90.00,是,
comp,5,1,1206_1,Coent,C1206,8.89,40.64,-90.00,是,
comp,2,2,QFN33,Coent,QFN32,21.59,64.77,-45.00,是,
comp,4,1,SOP9,Coent,SO8,43.18,64.77,0.00,是,
comp,8,1,U1,STM32F101VBT6,TQFP100,81.28,20.32,0.00,是,
comp,9,1,TSSOP_1,Coent,TSSOP20,70.36,44.45,0.00,是,
comp,10,1,SOT89_1,Coent,SOT89,68.58,64.64,0.00,是,
comp,11,1,SOT223_1,Coent,SOT223,77.22,65.02,0.00,是,
comp,12,1,Designator30,Coent,TO-252AA,86.36,63.50,0.00,是,
comp,13,1,Designator31,Coent,SMC,54.23,64.77,90.00,是,
comp,14,1,Designator33,Coent,SO-16,57.15,44.45,0.00,是,
comp,15,1,SOT23_1,Coent,SOT23A,67.31,20.32,-90.00,是,
comp,15,1,SOT23_2,Coent,SOT23A,65.11,24.47,-45.00,是,
comp,15,1,SOT23_2_1,Coent,SOT23A,56.81,24.47,45.00,是,
comp,15,1,SOT23_1_1,Coent,SOT23A,60.96,26.67,0.00,是,
comp,15,1,SOT23_1_1_1,Coent,SOT23A,60.96,13.97,180.00,是,
comp,15,1,SOT23_2_1_1,Coent,SOT23A,65.11,16.17,-135.00,是,
comp,15,1,SOT23_2_2,Coent,SOT23A,56.81,16.17,135.00,是,
comp,15,1,SOT23_1_2,Coent,SOT23A,54.61,20.32,90.00,是,
comp,13,1,Designator35,Coent,SMC,60.33,64.77,-90.00,是,
comp,15,1,SOT23_1_1_2,Coent,SOT23A,83.69,4.19,0.00,是,
comp,15,1,SOT23_1_1_3,Coent,SOT23A,17.02,80.39,0.00,是,
comp,6,2,0805_2_4,Coent,6-0805,21.72,79.63,0.00,是,
comp,6,1,0805_2_5,Coent,6-0805,78.74,3.68,0.00,是,
